Temparature,Humidity ,Moisture,Nitrogen,Potassium,Phosphorous,Soil Type,Crop Type,Fertilizer Name
26,56,37,6,19,17,Sandy,Pulses,10-26-26
33,59,32,8,7,30,Sandy,Paddy,14-35-14
32,60,57,13,0,43,Red,Oil seeds,DAP
29,62,66,12,13,10,Red,Ground Nuts,17-17-17
31,61,56,9,8,29,Loamy,Cotton,14-35-14
30,60,33,12,14,11,Red,Cotton,17-17-17
29,55,35,13,13,14,Red,Cotton,17-17-17
38,54,66,11,0,13,Red,Millets,20-20
32,58,60,12,14,13,Red,Sugarcane,17-17-17
40,59,49,14,0,38,Sandy,Sugarcane,DAP
31,58,56,11,0,38,Red,Millets,DAP
33,59,39,23,0,26,Loamy,Pulses,28-28
28,63,49,22,0,22,Red,Wheat,28-28
31,55,64,6,8,27,Sandy,Sugarcane,14-35-14
28,61,36,11,0,44,Loamy,Paddy,DAP
31,63,67,8,9,27,Sandy,Sugarcane,14-35-14
33,63,33,10,18,15,Red,Pulses,10-26-26
36,51,42,8,18,15,Clayey,Paddy,10-26-26
21,50,42,12,0,13,Black,Cotton,20-20
27,73,44,22,1,23,Clayey,Ground Nuts,28-28
30,54,62,8,7,29,Loamy,Barley,14-35-14
31,51,52,38,0,1,Black,Paddy,Urea
24,52,36,11,12,14,Loamy,Ground Nuts,17-17-17
34,61,64,6,7,24,Black,Sugarcane,14-35-14
37,60,36,7,18,15,Sandy,Wheat,10-26-26
34,57,32,22,0,18,Clayey,Paddy,28-28
26,57,54,8,10,31,Clayey,Wheat,14-35-14
30,66,43,39,0,0,Red,Sugarcane,Urea
35,68,34,9,9,28,Clayey,Maize,14-35-14
25,63,30,8,17,20,Clayey,Paddy,10-26-26
30,63,25,10,8,31,Clayey,Oil seeds,14-35-14
28,60,42,13,0,42,Loamy,Cotton,DAP
31,57,39,35,1,0,Black,Wheat,Urea
29,56,27,9,8,32,Black,Oil seeds,14-35-14
36,49,38,23,1,22,Red,Barley,28-28
26,63,34,9,6,33,Sandy,Wheat,14-35-14
30,61,45,9,9,29,Clayey,Cotton,14-35-14
31,55,43,37,0,1,Loamy,Paddy,Urea
25,54,32,9,15,11,Sandy,Barley,17-17-17
35,56,29,7,17,19,Clayey,Paddy,10-26-26
31,57,33,25,0,23,Clayey,Millets,28-28
30,56,77,11,7,34,Clayey,Oil seeds,14-35-14
37,63,61,7,8,23,Sandy,Cotton,14-35-14
24,51,63,13,12,15,Sandy,Ground Nuts,17-17-17
35,62,36,23,0,24,Clayey,Pulses,28-28
28,59,29,39,0,0,Black,Wheat,Urea
30,50,42,21,0,19,Clayey,Barley,28-28
31,58,43,12,0,9,Black,Sugarcane,20-20
29,63,41,5,18,17,Clayey,Pulses,10-26-26
28,54,44,41,0,0,Clayey,Sugarcane,Urea
26,57,49,14,0,14,Clayey,Millets,20-20
27,62,35,5,19,16,Red,Tobacco,10-26-26
32,64,55,11,0,38,Loamy,Sugarcane,DAP
26,64,28,23,0,18,Red,Tobacco,28-28
39,53,64,22,0,22,Red,Barley,28-28
34,67,50,7,10,30,Sandy,Paddy,14-35-14
28,52,24,12,19,15,Clayey,Tobacco,10-26-26
36,56,38,13,2,45,Red,Pulses,DAP
26,48,57,15,12,11,Loamy,Sugarcane,17-17-17
30,68,31,1,18,17,Clayey,Tobacco,10-26-26
36,63,38,13,0,39,Clayey,Millets,DAP
35,63,40,39,1,0,Red,Millets,Urea
29,64,53,22,0,21,Black,Barley,28-28
33,55,63,11,11,12,Sandy,Sugarcane,17-17-17
38,63,38,10,0,38,Red,Barley,DAP
27,55,50,40,0,0,Black,Paddy,Urea
27,56,41,11,0,8,Black,Sugarcane,20-20
31,60,57,9,8,32,Loamy,Paddy,14-35-14
31,53,52,9,8,33,Clayey,Sugarcane,14-35-14
31,66,28,12,13,13,Sandy,Maize,17-17-17
22,54,38,20,0,16,Clayey,Maize,28-28
36,49,37,23,0,24,Black,Wheat,28-28
38,56,28,15,0,36,Red,Cotton,DAP
29,60,35,21,1,20,Clayey,Wheat,28-28
29,54,44,6,9,29,Sandy,Cotton,14-35-14
30,64,16,12,0,36,Clayey,Paddy,DAP
35,55,60,13,1,42,Clayey,Ground Nuts,DAP
29,56,45,13,0,39,Red,Millets,DAP
30,61,42,36,1,1,Black,Pulses,Urea
35,60,55,9,9,29,Black,Sugarcane,14-35-14
32,66,52,40,0,1,Loamy,Sugarcane,Urea
27,61,48,22,0,21,Sandy,Tobacco,28-28
29,55,31,12,19,20,Red,Paddy,10-26-26
31,47,68,7,9,29,Loamy,Cotton,14-35-14
30,57,55,4,20,18,Clayey,Paddy,10-26-26
32,69,33,14,0,38,Red,Paddy,DAP
27,63,44,23,1,22,Clayey,Millets,28-28
35,60,56,15,0,37,Clayey,Ground Nuts,DAP
30,71,51,7,8,28,Loamy,Cotton,14-35-14
25,59,52,6,18,17,Red,Barley,10-26-26
30,72,43,23,0,19,Sandy,Ground Nuts,28-28
32,64,31,25,0,19,Sandy,Tobacco,28-28
34,55,40,38,0,1,Black,Millets,Urea
33,55,56,11,12,16,Loamy,Maize,17-17-17
30,54,38,24,2,25,Sandy,Barley,28-28
36,66,43,8,8,32,Sandy,Cotton,14-35-14
30,56,26,6,18,16,Red,Tobacco,10-26-26
29,59,68,12,0,38,Black,Barley,DAP
34,49,36,39,2,0,Loamy,Sugarcane,Urea
35,60,59,11,1,14,Black,Sugarcane,20-20
33,53,39,22,0,20,Sandy,Millets,28-28
30,73,48,8,8,32,Loamy,Sugarcane,14-35-14
30,60,49,12,15,13,Red,Sugarcane,17-17-17
31,60,52,10,9,28,Sandy,Oil seeds,14-35-14
27,56,55,8,8,28,Red,Cotton,14-35-14
29,55,49,14,0,17,Clayey,Millets,20-20
34,65,32,10,0,41,Red,Ground Nuts,DAP
33,71,44,14,0,39,Red,Cotton,DAP
29,54,40,39,2,0,Black,Wheat,Urea
39,58,55,37,0,2,Black,Millets,Urea
32,62,66,11,16,12,Black,Barley,17-17-17
28,54,41,7,14,12,Black,Barley,17-17-17
28,48,40,10,17,16,Clayey,Pulses,10-26-26
36,64,52,23,0,24,Sandy,Barley,28-28
20,55,37,22,0,20,Loamy,Barley,28-28
28,47,41,38,2,1,Loamy,Wheat,Urea
29,67,40,39,0,0,Clayey,Maize,Urea
27,51,42,22,3,23,Red,Barley,28-28
33,55,50,24,2,20,Clayey,Barley,28-28
29,58,37,9,10,29,Clayey,Cotton,14-35-14
26,57,41,9,0,13,Clayey,Sugarcane,20-20
32,56,45,9,8,33,Black,Cotton,14-35-14
29,57,38,43,0,0,Clayey,Cotton,Urea
36,56,37,14,1,38,Loamy,Ground Nuts,DAP
31,58,5,16,1,38,Clayey,Paddy,DAP
28,63,52,0,18,14,Red,Wheat,10-26-26
25,52,46,14,19,15,Red,Wheat,10-26-26
29,55,60,10,0,16,Black,Cotton,20-20
24,45,37,10,1,12,Loamy,Paddy,20-20
29,55,70,15,2,36,Red,Cotton,DAP
36,64,38,13,13,14,Red,Sugarcane,17-17-17
33,65,41,22,0,18,Sandy,Barley,28-28
38,65,61,11,0,38,Black,Cotton,DAP
33,58,62,36,0,0,Loamy,Pulses,Urea
21,61,56,13,12,14,Sandy,Sugarcane,17-17-17
30,55,29,23,0,23,Clayey,Paddy,28-28
31,60,42,38,0,0,Clayey,Sugarcane,Urea
31,60,50,7,0,9,Black,Sugarcane,20-20
32,56,54,24,0,21,Black,Barley,28-28
28,57,49,5,19,21,Clayey,Pulses,10-26-26
36,59,34,10,0,43,Red,Barley,DAP
33,54,44,12,0,13,Clayey,Oil seeds,20-20
30,61,31,8,7,27,Black,Sugarcane,14-35-14
25,58,36,3,16,16,Red,Tobacco,10-26-26
29,54,50,22,0,16,Red,Tobacco,28-28
28,58,51,9,1,13,Clayey,Wheat,20-20
25,65,36,8,0,11,Loamy,Oil seeds,20-20
27,57,57,23,1,21,Clayey,Millets,28-28
33,64,33,7,17,17,Loamy,Paddy,10-26-26
32,60,46,39,1,1,Red,Ground Nuts,Urea
29,58,34,13,0,9,Sandy,Sugarcane,20-20
24,60,47,8,8,30,Clayey,Cotton,14-35-14
30,60,35,9,0,11,Black,Millets,20-20
26,48,48,40,0,0,Black,Millets,Urea
37,62,29,40,0,1,Black,Maize,Urea
29,67,27,5,17,17,Red,Pulses,10-26-26
31,65,33,14,2,41,Red,Barley,DAP
31,68,48,4,18,18,Loamy,Wheat,10-26-26
34,64,39,12,12,12,Black,Ground Nuts,17-17-17
35,57,35,41,0,2,Clayey,Oil seeds,Urea
33,49,37,41,0,0,Black,Sugarcane,Urea
27,52,44,13,0,10,Black,Millets,20-20
32,61,37,7,8,28,Black,Oil seeds,14-35-14
31,54,40,24,1,23,Loamy,Maize,28-28
29,60,46,12,12,12,Red,Barley,17-17-17
37,47,59,13,0,36,Red,Sugarcane,DAP
29,62,38,5,17,16,Clayey,Pulses,10-26-26
32,60,62,9,17,16,Clayey,Paddy,10-26-26
31,69,45,9,7,29,Black,Sugarcane,14-35-14
20,53,36,11,19,16,Red,Pulses,10-26-26
28,45,49,9,7,27,Black,Cotton,14-35-14
30,51,39,7,18,16,Clayey,Barley,10-26-26
25,46,60,9,13,15,Red,Maize,17-17-17
28,55,47,23,0,20,Sandy,Tobacco,28-28
25,55,70,13,9,15,Sandy,Sugarcane,17-17-17
33,56,59,13,1,12,Black,Sugarcane,20-20
35,52,29,14,1,13,Black,Pulses,20-20
29,62,62,10,13,14,Black,Barley,17-17-17
27,50,37,6,18,18,Clayey,Pulses,10-26-26
26,63,40,8,9,27,Loamy,Paddy,14-35-14
25,52,36,11,0,15,Loamy,Oil seeds,20-20
32,67,44,40,0,1,Sandy,Oil seeds,Urea
24,55,33,12,0,7,Black,Pulses,20-20
31,44,53,22,1,23,Black,Wheat,28-28
28,58,34,8,0,11,Black,Oil seeds,20-20
28,59,50,22,0,17,Sandy,Maize,28-28
29,62,50,7,10,27,Sandy,Oil seeds,14-35-14
36,52,29,11,0,11,Sandy,Wheat,20-20
27,48,31,5,18,20,Clayey,Pulses,10-26-26
30,62,44,7,10,30,Black,Paddy,14-35-14
27,58,50,27,0,22,Clayey,Paddy,28-28
31,69,41,39,1,0,Clayey,Millets,Urea
31,61,42,9,15,17,Loamy,Pulses,10-26-26
18,57,40,0,19,16,Loamy,Tobacco,10-26-26
37,72,41,11,2,42,Loamy,Ground Nuts,DAP
24,63,46,23,1,20,Loamy,Barley,28-28
31,54,40,13,14,13,Sandy,Cotton,17-17-17
30,50,50,7,0,14,Black,Pulses,20-20
32,60,33,39,2,1,Sandy,Paddy,Urea
34,62,41,15,10,12,Loamy,Barley,17-17-17
33,48,51,12,13,15,Sandy,Sugarcane,17-17-17
32,52,31,4,18,17,Clayey,Pulses,10-26-26
25,66,16,13,0,38,Loamy,Paddy,DAP
32,51,46,9,16,21,Clayey,Paddy,10-26-26
29,55,34,10,0,13,Sandy,Cotton,20-20
27,62,30,24,0,20,Clayey,Maize,28-28
31,58,43,40,0,2,Black,Paddy,Urea
25,63,49,43,0,0,Clayey,Wheat,Urea
34,84,16,16,0,39,Loamy,Cotton,DAP
33,60,34,21,0,21,Loamy,Maize,28-28
28,52,35,36,0,0,Clayey,Wheat,Urea
35,59,42,12,18,19,Loamy,Wheat,10-26-26
30,56,48,12,0,10,Loamy,Oil seeds,20-20
25,56,50,23,1,25,Loamy,Millets,28-28
29,56,49,6,18,17,Red,Pulses,10-26-26
31,48,46,37,0,1,Red,Oil seeds,Urea
26,55,38,25,0,21,Black,Millets,28-28
32,65,43,5,16,19,Clayey,Wheat,10-26-26
32,57,40,23,1,23,Red,Paddy,28-28
35,72,37,14,2,37,Loamy,Millets,DAP
27,57,66,11,0,10,Loamy,Sugarcane,20-20
27,70,55,40,0,0,Black,Cotton,Urea
31,71,55,13,14,11,Black,Cotton,17-17-17
35,61,40,10,8,26,Black,Paddy,14-35-14
35,56,47,9,17,16,Red,Pulses,10-26-26
33,60,26,9,9,28,Clayey,Cotton,14-35-14
25,59,54,13,1,10,Clayey,Sugarcane,20-20
28,44,56,4,19,18,Sandy,Pulses,10-26-26
36,58,31,9,8,27,Loamy,Sugarcane,14-35-14
27,58,56,16,0,34,Loamy,Ground Nuts,DAP
27,50,39,14,18,17,Clayey,Pulses,10-26-26
37,61,34,10,0,13,Black,Pulses,20-20
31,50,47,38,0,1,Black,Oil seeds,Urea
28,51,19,11,1,9,Red,Wheat,20-20
26,55,45,9,10,12,Sandy,Sugarcane,17-17-17
30,57,40,10,15,13,Sandy,Cotton,17-17-17
32,56,42,41,0,0,Clayey,Cotton,Urea
38,61,27,14,2,36,Black,Cotton,DAP
21,61,35,2,20,18,Clayey,Barley,10-26-26
40,60,55,7,6,29,Sandy,Pulses,14-35-14
29,62,40,6,9,29,Black,Barley,14-35-14
32,59,51,4,18,15,Clayey,Pulses,10-26-26
25,54,16,13,0,38,Sandy,Millets,DAP
32,60,29,7,17,14,Red,Tobacco,10-26-26
35,47,32,24,0,19,Black,Barley,28-28
33,47,51,13,0,43,Sandy,Pulses,DAP
30,55,28,15,0,12,Black,Millets,20-20
26,56,51,2,19,17,Red,Tobacco,10-26-26
30,59,42,23,0,25,Sandy,Pulses,28-28
28,60,42,41,3,0,Loamy,Pulses,Urea
26,57,52,5,18,18,Loamy,Pulses,10-26-26
26,70,39,12,13,13,Sandy,Sugarcane,17-17-17
30,64,44,10,1,39,Black,Wheat,DAP
28,61,37,22,0,25,Red,Maize,28-28
23,58,49,11,19,17,Clayey,Tobacco,10-26-26
34,64,40,7,7,29,Black,Pulses,14-35-14
27,52,60,12,1,11,Sandy,Millets,20-20
30,50,51,10,12,13,Sandy,Ground Nuts,17-17-17
33,62,31,12,1,42,Sandy,Tobacco,DAP
34,59,56,9,15,15,Red,Cotton,17-17-17
39,58,44,41,1,1,Sandy,Tobacco,Urea
32,70,49,24,2,22,Red,Tobacco,28-28
32,57,47,10,13,12,Loamy,Sugarcane,17-17-17
33,50,45,8,8,33,Sandy,Barley,14-35-14
28,63,44,35,2,2,Black,Paddy,Urea
30,62,69,7,10,33,Black,Pulses,14-35-14
34,52,60,11,1,14,Loamy,Pulses,20-20
27,52,36,24,0,20,Clayey,Wheat,28-28
33,49,31,40,0,0,Red,Pulses,Urea
30,67,41,13,1,14,Black,Oil seeds,20-20
36,66,37,9,9,31,Black,Barley,14-35-14
36,57,55,42,1,0,Red,Pulses,Urea
36,67,60,40,0,0,Loamy,Millets,Urea
32,56,33,6,20,18,Red,Wheat,10-26-26
28,57,46,13,0,34,Sandy,Ground Nuts,DAP
32,48,53,39,0,1,Sandy,Maize,Urea
27,63,47,12,13,13,Sandy,Barley,17-17-17
28,64,39,41,0,0,Clayey,Cotton,Urea
29,54,57,12,12,12,Red,Cotton,17-17-17
33,65,44,9,8,35,Loamy,Paddy,14-35-14
30,61,32,37,1,0,Black,Millets,Urea
35,54,42,14,10,11,Loamy,Sugarcane,17-17-17
33,56,49,11,2,10,Sandy,Oil seeds,20-20
28,72,28,13,19,22,Loamy,Paddy,10-26-26
31,64,48,7,10,30,Loamy,Oil seeds,14-35-14
34,59,26,12,0,15,Sandy,Wheat,20-20
25,55,36,13,19,20,Clayey,Barley,10-26-26
30,57,40,24,0,23,Red,Tobacco,28-28
35,60,35,9,0,13,Loamy,Sugarcane,20-20
32,65,35,11,12,17,Black,Sugarcane,17-17-17
35,58,27,11,0,38,Clayey,Cotton,DAP
29,70,49,7,19,17,Red,Pulses,10-26-26
25,62,38,11,1,13,Clayey,Paddy,20-20
34,59,53,6,9,31,Loamy,Paddy,14-35-14
30,54,46,11,0,12,Black,Paddy,20-20
30,51,30,38,0,0,Red,Pulses,Urea
31,59,44,9,8,26,Red,Paddy,14-35-14
36,64,37,40,0,0,Clayey,Oil seeds,Urea
29,56,26,37,0,2,Black,Wheat,Urea
33,63,24,8,9,31,Sandy,Paddy,14-35-14
28,69,30,21,0,27,Sandy,Tobacco,28-28
35,56,35,23,0,19,Loamy,Millets,28-28
26,57,43,10,2,10,Clayey,Oil seeds,20-20
28,62,48,11,2,13,Clayey,Paddy,20-20
32,50,52,3,19,14,Loamy,Tobacco,10-26-26
31,44,43,12,13,12,Black,Sugarcane,17-17-17
30,48,45,11,14,17,Sandy,Ground Nuts,17-17-17
40,55,46,7,17,16,Loamy,Pulses,10-26-26
30,63,47,14,0,8,Clayey,Millets,20-20
30,58,44,12,14,13,Sandy,Ground Nuts,17-17-17
31,67,40,8,19,14,Clayey,Pulses,10-26-26
34,59,41,14,0,41,Black,Barley,DAP
40,57,41,11,0,12,Black,Sugarcane,20-20
32,52,14,6,17,19,Sandy,Paddy,10-26-26
28,70,40,24,0,16,Sandy,Barley,28-28
29,65,58,13,1,11,Loamy,Sugarcane,20-20
28,53,67,10,13,13,Loamy,Maize,17-17-17
27,62,46,5,18,16,Clayey,Wheat,10-26-26
36,59,33,12,0,13,Red,Wheat,20-20
29,57,51,15,1,11,Red,Pulses,20-20
29,65,52,12,15,14,Loamy,Sugarcane,17-17-17
30,69,58,6,15,13,Red,Tobacco,10-26-26
33,68,51,8,8,30,Loamy,Cotton,14-35-14
33,65,43,1,17,23,Red,Paddy,10-26-26
32,57,25,12,11,13,Black,Sugarcane,17-17-17
30,57,19,8,18,17,Red,Paddy,10-26-26
25,56,32,8,18,16,Sandy,Paddy,10-26-26
27,53,43,12,0,14,Loamy,Oil seeds,20-20
30,63,30,11,0,38,Black,Ground Nuts,DAP
33,64,19,8,8,28,Clayey,Sugarcane,14-35-14
35,66,57,12,13,14,Sandy,Sugarcane,17-17-17
33,68,58,15,16,13,Loamy,Ground Nuts,17-17-17
29,66,41,8,9,32,Loamy,Wheat,14-35-14
30,71,37,12,15,13,Sandy,Ground Nuts,17-17-17
22,63,58,12,15,15,Sandy,Sugarcane,17-17-17
36,51,57,9,0,14,Black,Pulses,20-20
27,55,47,22,0,21,Clayey,Millets,28-28
36,59,58,8,8,31,Black,Sugarcane,14-35-14
29,61,27,9,9,31,Sandy,Oil seeds,14-35-14
34,49,64,12,14,12,Red,Sugarcane,17-17-17
21,68,61,13,16,12,Loamy,Sugarcane,17-17-17
31,53,58,15,14,13,Sandy,Ground Nuts,17-17-17
26,60,37,15,15,14,Loamy,Ground Nuts,17-17-17
30,64,43,0,16,13,Red,Pulses,10-26-26
30,59,51,12,14,13,Loamy,Sugarcane,17-17-17
31,62,65,9,14,15,Loamy,Sugarcane,17-17-17
32,47,44,12,14,9,Loamy,Barley,17-17-17
32,56,61,6,0,9,Sandy,Sugarcane,20-20
23,55,57,12,0,5,Sandy,Pulses,20-20
35,62,64,12,14,15,Sandy,Barley,17-17-17
39,62,38,7,17,18,Loamy,Wheat,10-26-26
34,63,28,10,18,19,Red,Barley,10-26-26
31,70,35,10,18,21,Clayey,Pulses,10-26-26
25,60,63,13,1,13,Sandy,Cotton,20-20
32,54,40,5,17,17,Clayey,Wheat,10-26-26
33,59,51,8,9,25,Sandy,Sugarcane,14-35-14
32,60,63,7,9,29,Loamy,Sugarcane,14-35-14
28,56,39,22,1,22,Clayey,Maize,28-28
32,59,45,0,18,15,Red,Tobacco,10-26-26
29,62,26,10,0,38,Loamy,Cotton,DAP
27,67,55,9,9,36,Black,Wheat,14-35-14
31,57,48,15,0,33,Clayey,Millets,DAP
33,66,38,1,18,15,Sandy,Tobacco,10-26-26
27,59,51,24,0,20,Red,Paddy,28-28
27,60,35,10,15,14,Red,Maize,17-17-17
31,60,58,12,0,12,Sandy,Wheat,20-20
30,56,44,10,16,18,Clayey,Wheat,10-26-26
28,61,42,23,0,22,Sandy,Millets,28-28
27,63,17,13,2,36,Loamy,Sugarcane,DAP
34,58,62,21,1,24,Red,Cotton,28-28
43,75,40,13,1,42,Black,Sugarcane,DAP
29,60,42,21,0,22,Clayey,Wheat,28-28
30,61,63,11,0,12,Sandy,Pulses,20-20
32,59,55,7,9,33,Loamy,Sugarcane,14-35-14
33,61,51,9,18,21,Clayey,Tobacco,10-26-26
25,65,71,13,15,13,Loamy,Maize,17-17-17
40,68,45,15,1,37,Red,Cotton,DAP
30,58,47,10,1,10,Clayey,Millets,20-20
32,60,32,3,16,20,Clayey,Paddy,10-26-26
30,69,46,38,1,0,Black,Paddy,Urea
34,61,43,22,0,18,Loamy,Pulses,28-28
31,60,25,14,0,38,Sandy,Barley,DAP
31,55,29,13,11,15,Red,Ground Nuts,17-17-17
32,65,19,9,7,29,Black,Cotton,14-35-14
29,62,66,7,10,33,Black,Pulses,14-35-14
28,63,41,12,1,10,Clayey,Millets,20-20
30,50,68,11,0,9,Black,Sugarcane,20-20
27,61,51,12,15,12,Black,Sugarcane,17-17-17
31,68,52,9,7,31,Black,Oil seeds,14-35-14
24,59,58,13,0,8,Loamy,Cotton,20-20
34,43,32,6,17,17,Sandy,Pulses,10-26-26
34,48,26,23,0,21,Sandy,Cotton,28-28
36,55,48,42,0,0,Clayey,Millets,Urea
35,59,21,12,2,38,Clayey,Tobacco,DAP
29,71,46,7,10,31,Loamy,Barley,14-35-14
36,58,61,8,8,31,Loamy,Maize,14-35-14
36,62,36,14,0,40,Clayey,Barley,DAP
37,69,62,8,8,25,Black,Sugarcane,14-35-14
32,53,33,8,17,19,Clayey,Paddy,10-26-26
34,60,48,12,14,14,Loamy,Sugarcane,17-17-17
28,50,51,23,0,25,Clayey,Paddy,28-28
34,54,46,11,0,8,Red,Sugarcane,20-20
33,51,17,9,9,29,Sandy,Barley,14-35-14
31,53,25,11,16,17,Red,Barley,10-26-26
35,62,55,15,18,16,Red,Wheat,10-26-26
35,47,45,8,8,34,Red,Maize,14-35-14
29,56,35,9,0,13,Sandy,Sugarcane,20-20
28,57,41,23,1,22,Clayey,Ground Nuts,28-28
29,62,43,9,0,9,Loamy,Oil seeds,20-20
36,60,46,9,9,30,Clayey,Paddy,14-35-14
28,66,29,7,18,17,Clayey,Pulses,10-26-26
31,57,57,10,6,30,Loamy,Oil seeds,14-35-14
33,53,43,37,0,0,Clayey,Oil seeds,Urea
32,53,71,8,9,27,Loamy,Cotton,14-35-14
33,67,36,10,0,7,Black,Cotton,20-20
37,59,38,10,0,17,Sandy,Sugarcane,20-20
29,66,51,16,0,40,Clayey,Tobacco,DAP
29,52,38,13,0,37,Loamy,Barley,DAP
32,58,40,22,0,20,Loamy,Millets,28-28
34,60,48,24,0,22,Sandy,Millets,28-28
25,55,31,25,0,21,Sandy,Pulses,28-28
33,60,41,6,8,31,Black,Cotton,14-35-14
29,57,59,10,20,17,Red,Paddy,10-26-26
31,56,43,40,0,0,Loamy,Pulses,Urea
29,57,44,37,1,0,Black,Cotton,Urea
27,65,40,21,0,25,Clayey,Maize,28-28
27,58,48,40,0,0,Clayey,Wheat,Urea
30,56,33,23,2,20,Clayey,Paddy,28-28
33,56,66,37,1,0,Red,Maize,Urea
28,56,32,11,0,10,Clayey,Cotton,20-20
30,52,34,11,0,5,Red,Pulses,20-20
23,60,46,11,0,38,Black,Cotton,DAP
32,70,39,38,0,0,Clayey,Millets,Urea
26,56,41,13,0,44,Black,Cotton,DAP
30,64,37,8,1,12,Sandy,Cotton,20-20
32,53,42,16,1,38,Red,Sugarcane,DAP
38,66,54,11,0,32,Sandy,Wheat,DAP
33,58,30,9,0,12,Red,Cotton,20-20
30,65,43,21,2,22,Loamy,Tobacco,28-28
27,59,44,21,1,25,Red,Pulses,28-28
30,52,38,13,15,14,Red,Barley,17-17-17
32,65,58,7,10,27,Sandy,Pulses,14-35-14
35,67,42,25,0,20,Sandy,Millets,28-28
28,54,65,12,10,12,Black,Sugarcane,17-17-17
28,67,47,13,0,37,Red,Wheat,DAP
29,62,43,6,18,18,Red,Paddy,10-26-26
34,55,33,16,20,19,Clayey,Pulses,10-26-26
28,60,46,43,1,0,Black,Wheat,Urea
29,61,53,8,18,18,Red,Pulses,10-26-26
27,56,52,39,0,1,Red,Millets,Urea
34,53,41,22,0,23,Sandy,Wheat,28-28
30,65,32,22,0,16,Red,Pulses,28-28
33,68,49,15,1,38,Loamy,Cotton,DAP
38,70,37,13,0,37,Loamy,Barley,DAP
32,52,60,36,0,0,Loamy,Paddy,Urea
34,58,33,7,10,30,Sandy,Oil seeds,14-35-14
33,57,45,39,0,1,Black,Wheat,Urea
27,63,47,0,17,23,Clayey,Pulses,10-26-26
32,52,50,7,10,31,Black,Paddy,14-35-14
32,63,33,23,2,26,Clayey,Millets,28-28
30,55,33,6,9,27,Clayey,Paddy,14-35-14
35,63,50,14,0,37,Red,Barley,DAP
32,51,52,10,0,11,Sandy,Pulses,20-20
26,71,62,7,9,31,Clayey,Oil seeds,14-35-14
29,65,51,9,0,10,Clayey,Pulses,20-20
30,69,35,39,0,0,Black,Paddy,Urea
27,64,62,11,0,10,Sandy,Millets,20-20
30,54,36,22,2,27,Red,Cotton,28-28
31,62,39,9,14,13,Loamy,Sugarcane,17-17-17
36,58,67,9,0,9,Loamy,Oil seeds,20-20
27,57,39,13,12,13,Loamy,Ground Nuts,17-17-17
29,66,54,14,1,36,Black,Ground Nuts,DAP
30,63,36,8,17,20,Sandy,Tobacco,10-26-26
32,59,19,10,7,28,Black,Wheat,14-35-14
20,60,38,6,19,18,Red,Barley,10-26-26
30,79,45,37,0,1,Red,Ground Nuts,Urea
33,60,40,22,0,22,Red,Tobacco,28-28
33,58,28,6,19,21,Red,Pulses,10-26-26
28,55,27,42,0,0,Loamy,Millets,Urea
28,70,42,35,0,0,Clayey,Sugarcane,Urea
30,61,39,9,1,15,Sandy,Sugarcane,20-20
32,76,43,7,9,24,Clayey,Pulses,14-35-14
30,55,42,14,1,12,Black,Paddy,20-20
30,51,46,23,1,24,Black,Ground Nuts,28-28
28,47,36,22,1,21,Sandy,Tobacco,28-28
27,45,42,13,0,12,Loamy,Oil seeds,20-20
36,64,35,3,16,21,Clayey,Tobacco,10-26-26
25,53,48,40,1,4,Clayey,Tobacco,Urea
35,53,51,8,9,31,Loamy,Paddy,14-35-14
35,64,9,15,14,16,Sandy,Ground Nuts,17-17-17
33,56,28,14,16,12,Black,Ground Nuts,17-17-17
32,56,39,10,14,12,Loamy,Sugarcane,17-17-17
28,55,25,9,19,21,Clayey,Wheat,10-26-26
28,62,56,38,0,2,Sandy,Maize,Urea
31,58,30,0,18,20,Clayey,Pulses,10-26-26
33,64,44,8,9,29,Red,Barley,14-35-14
30,58,42,10,15,12,Red,Ground Nuts,17-17-17
30,56,38,6,19,18,Clayey,Pulses,10-26-26
31,60,34,8,9,30,Black,Wheat,14-35-14
27,50,45,14,0,14,Clayey,Millets,20-20
29,69,44,14,13,12,Black,Ground Nuts,17-17-17
30,56,46,13,19,20,Red,Pulses,10-26-26
31,53,36,14,1,36,Loamy,Cotton,DAP
29,65,55,36,1,1,Clayey,Ground Nuts,Urea
30,59,52,10,19,13,Sandy,Tobacco,10-26-26
36,58,45,24,0,19,Red,Tobacco,28-28
32,71,37,7,18,17,Clayey,Barley,10-26-26
31,52,51,23,0,20,Black,Tobacco,28-28
33,56,23,13,1,39,Loamy,Sugarcane,DAP
34,61,35,6,8,28,Loamy,Oil seeds,14-35-14
27,55,43,37,0,0,Clayey,Millets,Urea
30,50,29,16,0,39,Red,Wheat,DAP
28,59,35,24,0,24,Sandy,Barley,28-28
19,60,42,21,0,22,Red,Barley,28-28
23,60,46,15,11,10,Sandy,Sugarcane,17-17-17
24,51,43,14,0,12,Loamy,Wheat,20-20
31,65,31,8,8,31,Loamy,Sugarcane,14-35-14
28,55,56,11,0,11,Loamy,Pulses,20-20
31,50,46,40,1,1,Clayey,Paddy,Urea
23,55,44,11,13,14,Sandy,Sugarcane,17-17-17
30,63,49,14,0,40,Sandy,Sugarcane,DAP
24,60,37,14,13,14,Loamy,Barley,17-17-17
35,66,31,15,1,39,Loamy,Sugarcane,DAP
22,55,22,11,0,9,Black,Oil seeds,20-20
